,date,time,comp,round,day,venue,opponent,formation,gf,ga,result,gls,sh,sot,sot%,g/sh,g/sot,dist,pk,pkatt,team,year
23,2022-11-12,15:30,Bundesliga,Matchweek 15,Sat,Away,Werder Bremen,4-4-2,2.0,1.0,W,2.0,14.0,3.0,21.4,0.14,0.67,16.5,0.0,0.0,RB-Leipzig,2022
24,2023-01-20,20:30,Bundesliga,Matchweek 16,Fri,Home,Bayern Munich,4-2-3-1,1.0,1.0,D,1.0,10.0,3.0,30.0,0.1,0.33,20.1,0.0,0.0,RB-Leipzig,2022
25,2023-01-24,18:30,Bundesliga,Matchweek 17,Tue,Away,Schalke 04,4-2-2-2,6.0,1.0,W,6.0,21.0,14.0,66.7,0.29,0.43,15.7,0.0,0.0,RB-Leipzig,2022
26,2023-01-27,20:30,Bundesliga,Matchweek 18,Fri,Home,Stuttgart,4-2-2-2,2.0,1.0,W,2.0,10.0,4.0,40.0,0.2,0.5,15.2,0.0,0.0,RB-Leipzig,2022
27,2023-02-01,18:00,DFB-Pokal,Round of 16,Wed,Home,Hoffenheim,4-2-2-2,3.0,1.0,W,3.0,11.0,6.0,54.5,0.27,0.5,,0.0,0.0,RB-Leipzig,2022
28,2023-02-04,15:30,Bundesliga,Matchweek 19,Sat,Away,Köln,3-4-3,0.0,0.0,D,0.0,7.0,2.0,28.6,0.0,0.0,17.8,0.0,0.0,RB-Leipzig,2022
29,2023-02-11,18:30,Bundesliga,Matchweek 20,Sat,Home,Union Berlin,3-4-3,1.0,2.0,L,1.0,10.0,2.0,20.0,0.1,0.5,21.8,0.0,0.0,RB-Leipzig,2022
30,2023-02-18,15:30,Bundesliga,Matchweek 21,Sat,Away,Wolfsburg,4-2-3-1,3.0,0.0,W,3.0,16.0,4.0,25.0,0.19,0.75,15.6,0.0,0.0,RB-Leipzig,2022
31,2023-02-22,21:00,Champions Lg,Round of 16,Wed,Home,eng Manchester City,4-2-3-1,1.0,1.0,D,1.0,7.0,4.0,57.1,0.14,0.25,14.9,0.0,0.0,RB-Leipzig,2022
32,2023-02-25,15:30,Bundesliga,Matchweek 22,Sat,Home,Eint Frankfurt,4-2-2-2,2.0,1.0,W,2.0,10.0,5.0,50.0,0.2,0.4,14.1,0.0,0.0,RB-Leipzig,2022
33,2023-03-03,20:30,Bundesliga,Matchweek 23,Fri,Away,Dortmund,4-2-2-2,1.0,2.0,L,1.0,17.0,5.0,29.4,0.06,0.2,15.6,0.0,0.0,RB-Leipzig,2022
